train_number,from_route,from_station,from_station_name,to_route,to_station,to_station_name,time,arrival,departure
97,Silver Service / Palmetto,RMT,"Rocky Mount, NC",Silver Service / Palmetto,FAY,"Fayetteville, NC",4920,2024-03-10 04:52:00+00:00,2024-03-10 04:55:00+00:00
97,Silver Service / Palmetto,FAY,"Fayetteville, NC",Silver Service / Palmetto,FLO,"Florence, SC",6180,2024-03-10 06:17:00+00:00,2024-03-10 06:27:00+00:00
97,Silver Service / Palmetto,FLO,"Florence, SC",Silver Service / Palmetto,KTR,"Kingstree, SC",2100,2024-03-10 08:10:00+00:00,2024-03-10 08:18:00+00:00
97,Silver Service / Palmetto,KTR,"Kingstree, SC",Silver Service / Palmetto,CHS,"Charleston, SC",3120,2024-03-10 08:53:00+00:00,2024-03-10 08:56:00+00:00
97,Silver Service / Palmetto,CHS,"Charleston, SC",Silver Service / Palmetto,YEM,"Yemassee, SC",2880,2024-03-10 09:48:00+00:00,2024-03-10 09:56:00+00:00
97,Silver Service / Palmetto,YEM,"Yemassee, SC",Silver Service / Palmetto,SAV,"Savannah, GA",3300,2024-03-10 10:44:00+00:00,2024-03-10 10:48:00+00:00
97,Silver Service / Palmetto,SAV,"Savannah, GA",Silver Service / Palmetto,JSP,"Jesup, GA",3240,2024-03-10 11:43:00+00:00,2024-03-10 11:49:00+00:00
97,Silver Service / Palmetto,JSP,"Jesup, GA",Silver Service / Palmetto,JAX,"Jacksonville, FL",5820,2024-03-10 12:43:00+00:00,2024-03-10 12:47:00+00:00
97,Silver Service / Palmetto,JAX,"Jacksonville, FL",Silver Service / Palmetto,PAK,"Palatka, FL",3780,2024-03-10 14:24:00+00:00,2024-03-10 14:49:00+00:00
97,Silver Service / Palmetto,PAK,"Palatka, FL",Silver Service / Palmetto,DLD,"DeLand, FL",3300,2024-03-10 15:52:00+00:00,2024-03-10 15:55:00+00:00
97,Silver Service / Palmetto,DLD,"DeLand, FL",Silver Service / Palmetto,WPK,"Winter Park, FL",2760,2024-03-10 16:50:00+00:00,2024-03-10 16:53:00+00:00
97,Silver Service / Palmetto,WPK,"Winter Park, FL",Silver Service / Palmetto,ORL,"Orlando, FL",1380,2024-03-10 17:39:00+00:00,2024-03-10 17:41:00+00:00
97,Silver Service / Palmetto,ORL,"Orlando, FL",Silver Service / Palmetto,KIS,"Kissimmee, FL",1140,2024-03-10 18:04:00+00:00,2024-03-10 18:19:00+00:00
97,Silver Service / Palmetto,KIS,"Kissimmee, FL",Silver Service / Palmetto,WTH,"Winter Haven, FL",2940,2024-03-10 18:38:00+00:00,2024-03-10 18:41:00+00:00
97,Silver Service / Palmetto,WTH,"Winter Haven, FL",Silver Service / Palmetto,SBG,"Sebring, FL",2280,2024-03-10 19:30:00+00:00,2024-03-10 19:33:00+00:00
97,Silver Service / Palmetto,SBG,"Sebring, FL",Silver Service / Palmetto,WPB,"West Palm Beach, FL",5100,2024-03-10 20:11:00+00:00,2024-03-10 20:14:00+00:00
97,Silver Service / Palmetto,WPB,"West Palm Beach, FL",Silver Service / Palmetto,DLB,"Delray Beach, FL",1260,2024-03-10 21:39:00+00:00,2024-03-10 21:41:00+00:00
97,Silver Service / Palmetto,DLB,"Delray Beach, FL",Silver Service / Palmetto,DFB,"Deerfield Beach, FL",600,2024-03-10 22:02:00+00:00,2024-03-10 22:03:00+00:00
97,Silver Service / Palmetto,DFB,"Deerfield Beach, FL",Silver Service / Palmetto,FTL,"Fort Lauderdale, FL",900,2024-03-10 22:13:00+00:00,2024-03-10 22:14:00+00:00
97,Silver Service / Palmetto,FTL,"Fort Lauderdale, FL",Silver Service / Palmetto,HOL,"Hollywood, FL",540,2024-03-10 22:29:00+00:00,2024-03-10 22:31:00+00:00
97,Silver Service / Palmetto,HOL,"Hollywood, FL",Silver Service / Palmetto,MIA,"Miami, FL",4680,2024-03-10 22:40:00+00:00,2024-03-10 22:41:00+00:00
97,Silver Service / Palmetto,MIA,"Miami, FL",Silver Service / Palmetto,None,None,0,2024-03-10 23:59:00+00:00,2024-03-10 23:59:00+00:00
77,Carolinian / Piedmont,RGH,"Raleigh, NC",Carolinian / Piedmont,CYN,"Cary, NC",600,2024-03-09 20:15:00+00:00,2024-03-09 20:15:00+00:00
77,Carolinian / Piedmont,CYN,"Cary, NC",Carolinian / Piedmont,DNC,"Durham, NC",1080,2024-03-09 20:25:00+00:00,2024-03-09 20:27:00+00:00
77,Carolinian / Piedmont,DNC,"Durham, NC",Carolinian / Piedmont,BNC,"Burlington, NC",2280,2024-03-09 20:45:00+00:00,2024-03-09 20:47:00+00:00
77,Carolinian / Piedmont,BNC,"Burlington, NC",Carolinian / Piedmont,GRO,"Greensboro, NC",1380,2024-03-09 21:25:00+00:00,2024-03-09 21:26:00+00:00
77,Carolinian / Piedmont,GRO,"Greensboro, NC",Carolinian / Piedmont,HPT,"High Point, NC",960,2024-03-09 21:49:00+00:00,2024-03-09 21:51:00+00:00
77,Carolinian / Piedmont,HPT,"High Point, NC",Carolinian / Piedmont,SAL,"Salisbury, NC",1920,2024-03-09 22:07:00+00:00,2024-03-09 22:08:00+00:00
77,Carolinian / Piedmont,SAL,"Salisbury, NC",Carolinian / Piedmont,CLT,"Charlotte, NC",2400,2024-03-09 22:40:00+00:00,2024-03-09 22:41:00+00:00
77,Carolinian / Piedmont,CLT,"Charlotte, NC",Carolinian / Piedmont,None,None,0,2024-03-09 23:21:00+00:00,2024-03-09 23:21:00+00:00
168,Northeast Regional,WAS,"Washington, DC",Northeast Regional,NCR,"New Carrollton, MD",600,2024-03-09 20:26:00+00:00,2024-03-09 20:26:00+00:00
168,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",840,2024-03-09 20:36:00+00:00,2024-03-09 20:37:00+00:00
168,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,BAL,"Baltimore, MD",840,2024-03-09 20:51:00+00:00,2024-03-09 20:52:00+00:00
168,Northeast Regional,BAL,"Baltimore, MD",Northeast Regional,WIL,"Wilmington, DE",2700,2024-03-09 21:06:00+00:00,2024-03-09 21:08:00+00:00
168,Northeast Regional,WIL,"Wilmington, DE",Northeast Regional,PHL,"Philadelphia, PA",1200,2024-03-09 21:53:00+00:00,2024-03-09 21:55:00+00:00
168,Northeast Regional,PHL,"Philadelphia, PA",Northeast Regional,TRE,"Trenton, NJ",1680,2024-03-09 22:15:00+00:00,2024-03-09 22:18:00+00:00
168,Northeast Regional,TRE,"Trenton, NJ",Northeast Regional,MET,"Metropark, NJ",1260,2024-03-09 22:46:00+00:00,2024-03-09 22:48:00+00:00
168,Northeast Regional,MET,"Metropark, NJ",Northeast Regional,EWR,"Newark, NJ",660,2024-03-09 23:09:00+00:00,2024-03-09 23:10:00+00:00
168,Northeast Regional,EWR,"Newark, NJ",Northeast Regional,NWK,"Newark, NJ",240,2024-03-09 23:21:00+00:00,2024-03-09 23:22:00+00:00
168,Northeast Regional,NWK,"Newark, NJ",Northeast Regional,NYP,"New York, NY",1080,2024-03-09 23:26:00+00:00,2024-03-09 23:28:00+00:00
168,Northeast Regional,NYP,"New York, NY",Northeast Regional,NRO,"New Rochelle, NY",1680,2024-03-09 23:46:00+00:00,2024-03-10 00:00:00+00:00
168,Northeast Regional,NRO,"New Rochelle, NY",Northeast Regional,STM,"Stamford, CT",1080,2024-03-10 00:28:00+00:00,2024-03-10 00:29:00+00:00
168,Northeast Regional,STM,"Stamford, CT",Northeast Regional,BRP,"Bridgeport, CT",1620,2024-03-10 00:47:00+00:00,2024-03-10 00:49:00+00:00
168,Northeast Regional,BRP,"Bridgeport, CT",Northeast Regional,NHV,"New Haven, CT",1560,2024-03-10 01:16:00+00:00,2024-03-10 01:17:00+00:00
168,Northeast Regional,NHV,"New Haven, CT",Northeast Regional,OSB,"Old Saybrook, CT",1680,2024-03-10 01:43:00+00:00,2024-03-10 01:45:00+00:00
168,Northeast Regional,OSB,"Old Saybrook, CT",Northeast Regional,NLC,"New London, CT",1140,2024-03-10 02:13:00+00:00,2024-03-10 02:15:00+00:00
168,Northeast Regional,NLC,"New London, CT",Northeast Regional,MYS,"Mystic, CT",600,2024-03-10 02:34:00+00:00,2024-03-10 02:36:00+00:00
168,Northeast Regional,MYS,"Mystic, CT",Northeast Regional,WLY,"Westerly, RI",600,2024-03-10 02:46:00+00:00,2024-03-10 02:47:00+00:00
168,Northeast Regional,WLY,"Westerly, RI",Northeast Regional,KIN,"Kingston, RI",900,2024-03-10 02:57:00+00:00,2024-03-10 02:58:00+00:00
168,Northeast Regional,KIN,"Kingston, RI",Northeast Regional,PVD,"Providence, RI",1320,2024-03-10 03:13:00+00:00,2024-03-10 03:14:00+00:00
168,Northeast Regional,PVD,"Providence, RI",Northeast Regional,RTE,"Route 128, MA",1260,2024-03-10 03:36:00+00:00,2024-03-10 03:38:00+00:00
168,Northeast Regional,RTE,"Route 128, MA",Northeast Regional,BBY,"Boston, MA",540,2024-03-10 03:59:00+00:00,2024-03-10 04:00:00+00:00
168,Northeast Regional,BBY,"Boston, MA",Northeast Regional,BOS,"Boston, MA",1020,2024-03-10 04:09:00+00:00,2024-03-10 04:10:00+00:00
168,Northeast Regional,BOS,"Boston, MA",Northeast Regional,None,None,0,2024-03-10 04:27:00+00:00,2024-03-10 04:27:00+00:00
448,Lake Shore Limited,ALB,"Albany-Rensselaer, NY",Lake Shore Limited,PIT,"Pittsfield, MA",3780,2024-03-09 20:27:00+00:00,2024-03-09 20:27:00+00:00
448,Lake Shore Limited,PIT,"Pittsfield, MA",Lake Shore Limited,SPG,"Springfield, MA",4680,2024-03-09 21:30:00+00:00,2024-03-09 21:31:00+00:00
448,Lake Shore Limited,SPG,"Springfield, MA",Lake Shore Limited,WOR,"Worcester, MA",5160,2024-03-09 22:49:00+00:00,2024-03-09 23:04:00+00:00
448,Lake Shore Limited,WOR,"Worcester, MA",Lake Shore Limited,FRA,"Framingham, MA",1560,2024-03-10 00:30:00+00:00,2024-03-10 00:32:00+00:00
448,Lake Shore Limited,FRA,"Framingham, MA",Lake Shore Limited,BBY,"Boston, MA",1440,2024-03-10 00:58:00+00:00,2024-03-10 01:00:00+00:00
448,Lake Shore Limited,BBY,"Boston, MA",Lake Shore Limited,BOS,"Boston, MA",360,2024-03-10 01:24:00+00:00,2024-03-10 01:26:00+00:00
448,Lake Shore Limited,BOS,"Boston, MA",Lake Shore Limited,None,None,0,2024-03-10 01:32:00+00:00,2024-03-10 01:32:00+00:00
695,Downeaster,BON,"Boston, MA",Downeaster,WOB,"Woburn, MA",1020,2024-03-09 20:45:00+00:00,2024-03-09 20:45:00+00:00
695,Downeaster,WOB,"Woburn, MA",Downeaster,HHL,"Haverhill, MA",1800,2024-03-09 21:02:00+00:00,2024-03-09 21:03:00+00:00
695,Downeaster,HHL,"Haverhill, MA",Downeaster,EXR,"Exeter, NH",1200,2024-03-09 21:33:00+00:00,2024-03-09 21:34:00+00:00
695,Downeaster,EXR,"Exeter, NH",Downeaster,DHM,"Durham, NH",720,2024-03-09 21:54:00+00:00,2024-03-09 21:55:00+00:00
695,Downeaster,DHM,"Durham, NH",Downeaster,DOV,"Dover, NH",420,2024-03-09 22:07:00+00:00,2024-03-09 22:08:00+00:00
695,Downeaster,DOV,"Dover, NH",Downeaster,WEM,"Wells, ME",1020,2024-03-09 22:15:00+00:00,2024-03-09 22:16:00+00:00
695,Downeaster,WEM,"Wells, ME",Downeaster,SAO,"Saco, ME",960,2024-03-09 22:33:00+00:00,2024-03-09 22:34:00+00:00
695,Downeaster,SAO,"Saco, ME",Downeaster,POR,"Portland, ME",1500,2024-03-09 22:50:00+00:00,2024-03-09 22:50:00+00:00
695,Downeaster,POR,"Portland, ME",Downeaster,FRE,"Freeport, ME",1800,2024-03-09 23:15:00+00:00,2024-03-09 23:20:00+00:00
695,Downeaster,FRE,"Freeport, ME",Downeaster,BRK,"Brunswick, ME",840,2024-03-09 23:50:00+00:00,2024-03-09 23:51:00+00:00
695,Downeaster,BRK,"Brunswick, ME",Downeaster,None,None,0,2024-03-10 00:05:00+00:00,2024-03-10 00:05:00+00:00
124,Northeast Regional,NPN,"Newport News, VA",Northeast Regional,WBG,"Williamsburg, VA",1140,2024-03-09 20:45:00+00:00,2024-03-09 20:45:00+00:00
124,Northeast Regional,WBG,"Williamsburg, VA",Northeast Regional,RVM,"Richmond, VA",3420,2024-03-09 21:04:00+00:00,2024-03-09 21:07:00+00:00
124,Northeast Regional,RVM,"Richmond, VA",Northeast Regional,RVR,"Richmond, VA",1500,2024-03-09 22:04:00+00:00,2024-03-09 22:04:00+00:00
124,Northeast Regional,RVR,"Richmond, VA",Northeast Regional,ASD,"Ashland, VA",780,2024-03-09 22:29:00+00:00,2024-03-09 22:34:00+00:00
124,Northeast Regional,ASD,"Ashland, VA",Northeast Regional,FBG,"Fredericksburg, VA",2700,2024-03-09 22:47:00+00:00,2024-03-09 22:47:00+00:00
124,Northeast Regional,FBG,"Fredericksburg, VA",Northeast Regional,QAN,"Quantico, VA",1140,2024-03-09 23:32:00+00:00,2024-03-09 23:34:00+00:00
124,Northeast Regional,QAN,"Quantico, VA",Northeast Regional,WDB,"Woodbridge, VA",720,2024-03-09 23:53:00+00:00,2024-03-09 23:55:00+00:00
124,Northeast Regional,WDB,"Woodbridge, VA",Northeast Regional,ALX,"Alexandria, VA",1140,2024-03-10 00:07:00+00:00,2024-03-10 00:09:00+00:00
124,Northeast Regional,ALX,"Alexandria, VA",Northeast Regional,WAS,"Washington, DC",1500,2024-03-10 00:28:00+00:00,2024-03-10 00:30:00+00:00
124,Northeast Regional,WAS,"Washington, DC",Northeast Regional,NCR,"New Carrollton, MD",660,2024-03-10 00:55:00+00:00,2024-03-10 01:20:00+00:00
124,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",840,2024-03-10 01:31:00+00:00,2024-03-10 01:33:00+00:00
124,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,BAL,"Baltimore, MD",900,2024-03-10 01:47:00+00:00,2024-03-10 01:48:00+00:00
124,Northeast Regional,BAL,"Baltimore, MD",Northeast Regional,ABE,"Aberdeen, MD",1260,2024-03-10 02:03:00+00:00,2024-03-10 02:05:00+00:00
124,Northeast Regional,ABE,"Aberdeen, MD",Northeast Regional,NRK,"Newark, DE",1080,2024-03-10 02:26:00+00:00,2024-03-10 02:27:00+00:00
124,Northeast Regional,NRK,"Newark, DE",Northeast Regional,WIL,"Wilmington, DE",720,2024-03-10 02:45:00+00:00,2024-03-10 02:46:00+00:00
124,Northeast Regional,WIL,"Wilmington, DE",Northeast Regional,PHL,"Philadelphia, PA",1440,2024-03-10 02:58:00+00:00,2024-03-10 02:59:00+00:00
124,Northeast Regional,PHL,"Philadelphia, PA",Northeast Regional,TRE,"Trenton, NJ",1560,2024-03-10 03:23:00+00:00,2024-03-10 03:26:00+00:00
124,Northeast Regional,TRE,"Trenton, NJ",Northeast Regional,MET,"Metropark, NJ",1320,2024-03-10 03:52:00+00:00,2024-03-10 03:53:00+00:00
124,Northeast Regional,MET,"Metropark, NJ",Northeast Regional,NWK,"Newark, NJ",960,2024-03-10 04:15:00+00:00,2024-03-10 04:17:00+00:00
124,Northeast Regional,NWK,"Newark, NJ",Northeast Regional,NYP,"New York, NY",1020,2024-03-10 04:33:00+00:00,2024-03-10 04:33:00+00:00
124,Northeast Regional,NYP,"New York, NY",Northeast Regional,None,None,0,2024-03-10 04:50:00+00:00,2024-03-10 04:50:00+00:00
337,Hiawatha,CHI,"Chicago, IL",Hiawatha,GLN,"Glenview, IL",1260,2024-03-09 21:15:00+00:00,2024-03-09 21:15:00+00:00
337,Hiawatha,GLN,"Glenview, IL",Hiawatha,SVT,"Sturtevant, WI",2220,2024-03-09 21:36:00+00:00,2024-03-09 21:37:00+00:00
337,Hiawatha,SVT,"Sturtevant, WI",Hiawatha,MKA,"Milwaukee Airport-Trains, WI",780,2024-03-09 22:14:00+00:00,2024-03-09 22:15:00+00:00
337,Hiawatha,MKA,"Milwaukee Airport-Trains, WI",Hiawatha,MKE,"Milwaukee-Downtown, WI",900,2024-03-09 22:28:00+00:00,2024-03-09 22:29:00+00:00
337,Hiawatha,MKE,"Milwaukee-Downtown, WI",Hiawatha,None,None,0,2024-03-09 22:44:00+00:00,2024-03-09 22:44:00+00:00
784,Pacific Surfliner,GTA,"Goleta, CA",Pacific Surfliner,SBA,"Santa Barbara, CA",0,,
784,Pacific Surfliner,SBA,"Santa Barbara, CA",Pacific Surfliner,CPN,"Carpinteria, CA",960,2024-03-09 21:42:00+00:00,2024-03-09 21:45:00+00:00
784,Pacific Surfliner,CPN,"Carpinteria, CA",Pacific Surfliner,VEC,"Ventura, CA",1740,2024-03-09 22:01:00+00:00,2024-03-09 22:03:00+00:00
784,Pacific Surfliner,VEC,"Ventura, CA",Pacific Surfliner,OXN,"Oxnard, CA",1020,2024-03-09 22:32:00+00:00,2024-03-09 22:34:00+00:00
784,Pacific Surfliner,OXN,"Oxnard, CA",Pacific Surfliner,CML,"Camarillo, CA",840,2024-03-09 22:51:00+00:00,2024-03-09 22:53:00+00:00
784,Pacific Surfliner,CML,"Camarillo, CA",Pacific Surfliner,MPK,"Moorpark, CA",780,2024-03-09 23:07:00+00:00,2024-03-09 23:09:00+00:00
784,Pacific Surfliner,MPK,"Moorpark, CA",Pacific Surfliner,SIM,"Simi Valley, CA",840,2024-03-09 23:22:00+00:00,2024-03-09 23:23:00+00:00
784,Pacific Surfliner,SIM,"Simi Valley, CA",Pacific Surfliner,CWT,"Chatsworth, CA",660,2024-03-09 23:37:00+00:00,2024-03-09 23:39:00+00:00
784,Pacific Surfliner,CWT,"Chatsworth, CA",Pacific Surfliner,NRG,"Northridge, CA",780,2024-03-09 23:50:00+00:00,2024-03-09 23:52:00+00:00
784,Pacific Surfliner,NRG,"Northridge, CA",Pacific Surfliner,VNC,"Van Nuys, CA",420,2024-03-10 00:05:00+00:00,2024-03-10 00:05:00+00:00
784,Pacific Surfliner,VNC,"Van Nuys, CA",Pacific Surfliner,BUR,"Burbank, CA",360,2024-03-10 00:12:00+00:00,2024-03-10 00:13:00+00:00
784,Pacific Surfliner,BUR,"Burbank, CA",Pacific Surfliner,BBK,"Burbank, CA",300,2024-03-10 00:19:00+00:00,2024-03-10 00:21:00+00:00
784,Pacific Surfliner,BBK,"Burbank, CA",Pacific Surfliner,GDL,"Glendale, CA",420,2024-03-10 00:26:00+00:00,2024-03-10 00:26:00+00:00
784,Pacific Surfliner,GDL,"Glendale, CA",Pacific Surfliner,LAX,"Los Angeles, CA",840,2024-03-10 00:33:00+00:00,2024-03-10 00:34:00+00:00
784,Pacific Surfliner,LAX,"Los Angeles, CA",Pacific Surfliner,FUL,"Fullerton, CA",1740,2024-03-10 00:48:00+00:00,2024-03-10 01:10:00+00:00
784,Pacific Surfliner,FUL,"Fullerton, CA",Pacific Surfliner,ANA,"Anaheim, CA",420,2024-03-10 01:39:00+00:00,2024-03-10 01:41:00+00:00
784,Pacific Surfliner,ANA,"Anaheim, CA",Pacific Surfliner,SNA,"Santa Ana, CA",660,2024-03-10 01:48:00+00:00,2024-03-10 01:49:00+00:00
784,Pacific Surfliner,SNA,"Santa Ana, CA",Pacific Surfliner,IRV,"Irvine, CA",600,2024-03-10 02:00:00+00:00,2024-03-10 02:01:00+00:00
784,Pacific Surfliner,IRV,"Irvine, CA",Pacific Surfliner,SNC,"San Juan Capistrano, CA",720,2024-03-10 02:11:00+00:00,2024-03-10 02:12:00+00:00
784,Pacific Surfliner,SNC,"San Juan Capistrano, CA",Pacific Surfliner,OSD,"Oceanside, CA",2280,2024-03-10 02:24:00+00:00,2024-03-10 02:26:00+00:00
784,Pacific Surfliner,OSD,"Oceanside, CA",Pacific Surfliner,SOL,"Solana Beach, CA",840,2024-03-10 03:04:00+00:00,2024-03-10 03:05:00+00:00
784,Pacific Surfliner,SOL,"Solana Beach, CA",Pacific Surfliner,OLT,"San Diego, CA",1800,2024-03-10 03:19:00+00:00,2024-03-10 03:20:00+00:00
784,Pacific Surfliner,OLT,"San Diego, CA",Pacific Surfliner,SAN,"San Diego, CA",780,2024-03-10 03:50:00+00:00,2024-03-10 03:51:00+00:00
784,Pacific Surfliner,SAN,"San Diego, CA",Pacific Surfliner,None,None,0,2024-03-10 04:04:00+00:00,2024-03-10 04:04:00+00:00
1,Sunset Limited,NOL,"New Orleans, LA",Sunset Limited,SCH,"Schriever, LA",6840,2024-03-09 15:00:00+00:00,2024-03-09 15:00:00+00:00
1,Sunset Limited,SCH,"Schriever, LA",Sunset Limited,NIB,"New Iberia, LA",5160,2024-03-09 16:54:00+00:00,2024-03-09 16:57:00+00:00
1,Sunset Limited,NIB,"New Iberia, LA",Sunset Limited,LFT,"Lafayette, LA",1560,2024-03-09 18:23:00+00:00,2024-03-09 18:25:00+00:00
1,Sunset Limited,LFT,"Lafayette, LA",Sunset Limited,LCH,"Lake Charles, LA",4800,2024-03-09 18:51:00+00:00,2024-03-09 18:58:00+00:00
1,Sunset Limited,LCH,"Lake Charles, LA",Sunset Limited,BMT,"Beaumont, TX",4440,2024-03-09 20:18:00+00:00,2024-03-09 20:20:00+00:00
1,Sunset Limited,BMT,"Beaumont, TX",Sunset Limited,HOS,"Houston, TX",9000,2024-03-09 21:34:00+00:00,2024-03-09 21:48:00+00:00
1,Sunset Limited,HOS,"Houston, TX",Sunset Limited,SAS,"San Antonio, TX",18600,2024-03-10 00:18:00+00:00,2024-03-10 00:55:00+00:00
1,Sunset Limited,SAS,"San Antonio, TX",Sunset Limited,DRT,"Del Rio, TX",11220,2024-03-10 06:05:00+00:00,2024-03-10 07:45:00+00:00
1,Sunset Limited,DRT,"Del Rio, TX",Sunset Limited,SND,"Sanderson, TX",9240,2024-03-10 10:52:00+00:00,2024-03-10 10:53:00+00:00
1,Sunset Limited,SND,"Sanderson, TX",Sunset Limited,ALP,"Alpine, TX",7380,2024-03-10 13:27:00+00:00,2024-03-10 13:28:00+00:00
1,Sunset Limited,ALP,"Alpine, TX",Sunset Limited,ELP,"El Paso, TX",13440,2024-03-10 15:31:00+00:00,2024-03-10 15:41:00+00:00
1,Sunset Limited,ELP,"El Paso, TX",Sunset Limited,DEM,"Deming, NM",7140,2024-03-10 19:25:00+00:00,2024-03-10 19:50:00+00:00
1,Sunset Limited,DEM,"Deming, NM",Sunset Limited,LDB,"Lordsburg, NM",2880,2024-03-10 21:49:00+00:00,2024-03-10 21:50:00+00:00
1,Sunset Limited,LDB,"Lordsburg, NM",Sunset Limited,BEN,"Benson, AZ",6900,2024-03-10 22:38:00+00:00,2024-03-10 22:39:00+00:00
1,Sunset Limited,BEN,"Benson, AZ",Sunset Limited,TUS,"Tucson, AZ",1500,2024-03-11 00:34:00+00:00,2024-03-11 00:35:00+00:00
1,Sunset Limited,TUS,"Tucson, AZ",Sunset Limited,MRC,"Maricopa, AZ",4620,2024-03-11 01:00:00+00:00,2024-03-11 01:15:00+00:00
1,Sunset Limited,MRC,"Maricopa, AZ",Sunset Limited,YUM,"Yuma, AZ",10020,2024-03-11 02:32:00+00:00,2024-03-11 03:02:00+00:00
1,Sunset Limited,YUM,"Yuma, AZ",Sunset Limited,PSN,"Palm Springs, CA",11460,2024-03-11 05:49:00+00:00,2024-03-11 05:51:00+00:00
1,Sunset Limited,PSN,"Palm Springs, CA",Sunset Limited,ONA,"Ontario, CA",5400,2024-03-11 09:02:00+00:00,2024-03-11 09:04:00+00:00
1,Sunset Limited,ONA,"Ontario, CA",Sunset Limited,POS,"Pomona, CA",480,2024-03-11 10:34:00+00:00,2024-03-11 10:36:00+00:00
1,Sunset Limited,POS,"Pomona, CA",Sunset Limited,LAX,"Los Angeles, CA",6540,2024-03-11 10:44:00+00:00,2024-03-11 10:46:00+00:00
1,Sunset Limited,LAX,"Los Angeles, CA",Sunset Limited,None,None,0,2024-03-11 12:35:00+00:00,2024-03-11 12:35:00+00:00
505,Amtrak Cascades,SEA,"Seattle, WA",Amtrak Cascades,TUK,"Tukwila, WA",780,2024-03-09 15:08:00+00:00,2024-03-09 15:08:00+00:00
505,Amtrak Cascades,TUK,"Tukwila, WA",Amtrak Cascades,TAC,"Tacoma, WA",1800,2024-03-09 15:21:00+00:00,2024-03-09 15:23:00+00:00
505,Amtrak Cascades,TAC,"Tacoma, WA",Amtrak Cascades,OLW,"Olympia-Lacey, WA",1860,2024-03-09 15:53:00+00:00,2024-03-09 15:56:00+00:00
505,Amtrak Cascades,OLW,"Olympia-Lacey, WA",Amtrak Cascades,CTL,"Centralia, WA",1080,2024-03-09 16:27:00+00:00,2024-03-09 16:29:00+00:00
505,Amtrak Cascades,CTL,"Centralia, WA",Amtrak Cascades,KEL,"Kelso-Longview, WA",3180,2024-03-09 16:47:00+00:00,2024-03-09 16:49:00+00:00
505,Amtrak Cascades,KEL,"Kelso-Longview, WA",Amtrak Cascades,VAN,"Vancouver, WA",2340,2024-03-09 17:42:00+00:00,2024-03-09 17:44:00+00:00
505,Amtrak Cascades,VAN,"Vancouver, WA",Amtrak Cascades,PDX,"Portland, OR",2280,2024-03-09 18:23:00+00:00,2024-03-09 18:25:00+00:00
505,Amtrak Cascades,PDX,"Portland, OR",Amtrak Cascades,ORC,"Oregon City, OR",1440,2024-03-09 19:03:00+00:00,2024-03-09 19:38:00+00:00
505,Amtrak Cascades,ORC,"Oregon City, OR",Amtrak Cascades,SLM,"Salem, OR",2700,2024-03-09 20:02:00+00:00,2024-03-09 20:03:00+00:00
505,Amtrak Cascades,SLM,"Salem, OR",Amtrak Cascades,ALY,"Albany, OR",1980,2024-03-09 20:48:00+00:00,2024-03-09 20:50:00+00:00
505,Amtrak Cascades,ALY,"Albany, OR",Amtrak Cascades,EUG,"Eugene, OR",3180,2024-03-09 21:23:00+00:00,2024-03-09 21:25:00+00:00
505,Amtrak Cascades,EUG,"Eugene, OR",Amtrak Cascades,None,None,0,2024-03-09 22:18:00+00:00,2024-03-09 22:18:00+00:00
87,Northeast Regional,BOS,"Boston, MA",Northeast Regional,BBY,"Boston, MA",240,2024-03-09 15:10:00+00:00,2024-03-09 15:10:00+00:00
87,Northeast Regional,BBY,"Boston, MA",Northeast Regional,RTE,"Route 128, MA",540,2024-03-09 15:14:00+00:00,2024-03-09 15:16:00+00:00
87,Northeast Regional,RTE,"Route 128, MA",Northeast Regional,PVD,"Providence, RI",1320,2024-03-09 15:25:00+00:00,2024-03-09 15:27:00+00:00
87,Northeast Regional,PVD,"Providence, RI",Northeast Regional,WLY,"Westerly, RI",1740,2024-03-09 15:49:00+00:00,2024-03-09 15:51:00+00:00
87,Northeast Regional,WLY,"Westerly, RI",Northeast Regional,MYS,"Mystic, CT",540,2024-03-09 16:20:00+00:00,2024-03-09 16:21:00+00:00
87,Northeast Regional,MYS,"Mystic, CT",Northeast Regional,NLC,"New London, CT",720,2024-03-09 16:30:00+00:00,2024-03-09 16:31:00+00:00
87,Northeast Regional,NLC,"New London, CT",Northeast Regional,OSB,"Old Saybrook, CT",1020,2024-03-09 16:43:00+00:00,2024-03-09 16:45:00+00:00
